,input,output,ind_skill,input_EN,output_EN
518," Wenn Sie zudem <SoftSkill>belastbar</SoftSkill> sind, <SoftSkill_C>selbstständig</SoftSkill_C>, <SoftSkill_C>effizient</SoftSkill_C> und <SoftSkill>sorgfältig arbeiten</SoftSkill> sowie zwei Amtssprachen beherrschen, freuen wir uns auf Ihre Bewerbung."," Wenn Sie zudem <SoftSkill>belastbar</SoftSkill> sind, <SoftSkill>selbstständig arbeiten</SoftSkill>, <SoftSkill>effizient arbeiten</SoftSkill> und <SoftSkill>sorgfältig arbeiten</SoftSkill> sowie zwei Amtssprachen beherrschen, freuen wir uns auf Ihre Bewerbung.","['belastbar', 'selbstständig arbeiten', 'effizient arbeiten', 'sorgfältig arbeiten']"," If you are also <SoftSkill>able to work under pressure</SoftSkill>, <SoftSkill_C>self-reliant</SoftSkill_C>, <SoftSkill_C>efficient</SoftSkill_C> and <SoftSkill>careful in your work</SoftSkill> as well as fluent in two official languages, we look forward to receiving your application."," If you are also <SoftSkill>able to work under pressure</SoftSkill>, <SoftSkill>able to work independently</SoftSkill>, <SoftSkill>able to work efficiently</SoftSkill> and <SoftSkill>able to work carefully</SoftSkill> and have a good command of two official languages, we look forward to receiving your application."
1507," <SoftSkill_C>Vernetztes</SoftSkill_C> und <SoftSkill>logisches Denken</SoftSkill>, sowie <SoftSkill>selbständiges Arbeiten</SoftSkill> ist für Sie selbstverständlich."," <SoftSkill>Vernetztes Denken</SoftSkill> und <SoftSkill>logisches Denken</SoftSkill>, sowie <SoftSkill>selbständiges Arbeiten</SoftSkill> ist für Sie selbstverständlich.","['Vernetztes Denken', 'logisches Denken', 'selbständiges Arbeiten']"," <SoftSkill_C>Network</SoftSkill_C> and <SoftSkill>logical thinking</SoftSkill>, as well as <SoftSkill>working independently</SoftSkill> is a matter of course for you."," <SoftSkill>Networked thinking</SoftSkill> and <SoftSkill>logical thinking</SoftSkill>, as well as <SoftSkill>working independently</SoftSkill> is a matter of course for you."
1555, Zur Ergänzung des Teams wird eine <SoftSkill_C>aufgestellte</SoftSkill_C> und <SoftSkill>versierte Persönlichkeit</SoftSkill> gesucht in der Funktion als, Zur Ergänzung des Teams wird eine <SoftSkill>aufgestellte Persönlichkeit</SoftSkill> und <SoftSkill>versierte Persönlichkeit</SoftSkill> gesucht in der Funktion als,"['aufgestellte Persönlichkeit', 'versierte Persönlichkeit']"," To complement the team, we are looking for a <SoftSkill_C>minded</SoftSkill_C> and <SoftSkill>versed personality</SoftSkill> in the function as a"," To complement the team, we are looking for a <SoftSkill>minded personality</SoftSkill> and <SoftSkill>versed personality</SoftSkill> in the position of"
1650," Sie verstehen es, mit Kunden umzugehen und <SoftSkill>arbeiten gerne sauber</SoftSkill> und <SoftSkill_C>effizient</SoftSkill_C>
Weitere Informationen:
Stellenantritt: Ab sofort oder nach Vereinbarung
Anstellungsart: Try&Hire
Region: Luzern
Referenz-Nr.:"," Sie verstehen es, mit Kunden umzugehen und <SoftSkill>arbeiten gerne sauber</SoftSkill> und <SoftSkill>arbeiten gerne effizient</SoftSkill>
Weitere Informationen:
Stellenantritt: Ab sofort oder nach Vereinbarung
Anstellungsart: Try&Hire
Region: Luzern
Referenz-Nr.:","['arbeiten gerne sauber', 'arbeiten gerne effizient']"," You know how to deal with customers and <SoftSkill>like to work cleanly</SoftSkill> and <SoftSkill_C>efficiently</SoftSkill_C>.
Further information:
Starting date: Immediately or by arrangement
Type of employment: Try&Hire
Region: Lucerne
Reference no:"," You know how to deal with customers and <SoftSkill>like to work cleanly</SoftSkill> and <SoftSkill>like to work efficiently</SoftSkill>.
Further information:
Starting date: Immediately or by arrangement
Type of employment: Try&Hire
Region: Lucerne
Reference no:"
420," Lover’s aufgepasst – Du <SoftSkill>liebst es Personen zu schminken</SoftSkill>, <SoftSkill_C>stylen</SoftSkill_C> und zudem"," Lover’s aufgepasst – Du <SoftSkill>liebst es Personen zu schminken</SoftSkill>, <SoftSkill>liebst es Personen zu stylen</SoftSkill> und zudem","['liebst es Personen zu schminken', 'liebst es Personen zu stylen']"," Lover's attention - you <SoftSkill>love to make people up</SoftSkill>, <SoftSkill_C>styling</SoftSkill_C> and moreover"," Lover's attention - you <SoftSkill>love to make people up</SoftSkill>, <SoftSkill>love to style people</SoftSkill> and furthermore"
1290," Du hast ein <SoftSkill>gutes Gespür für die Organisation</SoftSkill>, <SoftSkill_C>Koordination</SoftSkill_C>, <SoftSkill_C>Aufgleisung</SoftSkill_C> und <SoftSkill_C>Umsetzung von Themen</SoftSkill_C>."," Du hast ein <SoftSkill>gutes Gespür für die Organisation</SoftSkill>, <SoftSkill>gutes Gespür für die Koordination</SoftSkill>, <SoftSkill>gutes Gespür für die Aufgleisung</SoftSkill> und <SoftSkill>gutes Gespür für die Umsetzung von Themen</SoftSkill>.","['gutes Gespür für die Organisation', 'gutes Gespür für die Koordination', 'gutes Gespür für die Aufgleisung', 'gutes Gespür für die Umsetzung von Themen']"," You have a <SoftSkill>good sense of organisation</SoftSkill>, <SoftSkill_C>coordination</SoftSkill_C>, <SoftSkill_C>racking up</SoftSkill_C> and <SoftSkill_C>implementing issues</SoftSkill_C>."," You have a <SoftSkill>good sense of organisation</SoftSkill>, <SoftSkill>good sense of coordination</SoftSkill>, <SoftSkill>good sense of rerouting</SoftSkill> and <SoftSkill>good sense of implementation of issues</SoftSkill>."
1255," die <SoftSkill>Fähigkeit, technische Pläne zu lesen</SoftSkill> und <SoftSkill_C>selbstständig Bauteile herzustellen</SoftSkill_C>?"," die <SoftSkill>Fähigkeit, technische Pläne zu lesen</SoftSkill> und <SoftSkill>Fähigkeit, selbstständig Bauteile herzustellen</SoftSkill>?","['Fähigkeit, technische Pläne zu lesen', 'Fähigkeit, selbstständig Bauteile herzustellen']", the <SoftSkill>ability to read technical plans</SoftSkill> and <SoftSkill_C>to manufacture components independently</SoftSkill_C>?, the <SoftSkill>ability to read technical plans</SoftSkill> and <SoftSkill>ability to independently manufacture components</SoftSkill>?
730,Dank ihrem breiten und vertieften Fachwissen können Sie <SoftSkill>Kunden situationsgerecht und kompetent beraten</SoftSkill> und <SoftSkill_C>informieren</SoftSkill_C>.,Dank ihrem breiten und vertieften Fachwissen können Sie <SoftSkill>Kunden situationsgerecht und kompetent beraten</SoftSkill> und <SoftSkill>Kunden situationsgerecht und kompetent informieren</SoftSkill>.,"['Kunden situationsgerecht und kompetent beraten', 'Kunden situationsgerecht und kompetent informieren']","Thanks to their broad and in-depth specialist knowledge, they can advise</SoftSkill>and inform</SoftSkill_C>customers competently and in line with the situation.","Thanks to their broad and in-depth specialist knowledge, they can advise <SoftSkill>customers competently and in line with the situation</SoftSkill> and inform <SoftSkill>customers competently and in line with the situation</SoftSkill>."
1403," Als eine <SoftSkill_C>offene</SoftSkill_C>, wie auch <SoftSkill_C>team-</SoftSkill_C> und <SoftSkill>marktorientierte Person</SoftSkill>, <SoftSkill>ergreifen Sie die Initiative</SoftSkill>, <SoftSkill>denken selbstständig</SoftSkill> und <SoftSkill>handeln verantwortungsbewusst</SoftSkill>."," Als eine <SoftSkill>offene Person</SoftSkill>, wie auch <SoftSkill>teamorientierte Person</SoftSkill> und <SoftSkill>marktorientierte Person</SoftSkill>, <SoftSkill>ergreifen Sie die Initiative</SoftSkill>, <SoftSkill>denken selbstständig</SoftSkill> und <SoftSkill>handeln verantwortungsbewusst</SoftSkill>.","['offene Person', 'teamorientierte Person', 'marktorientierte Person', 'ergreifen Sie die Initiative', 'denken selbstständig', 'handeln verantwortungsbewusst']"," As an <SoftSkill_C>open</SoftSkill_C>, as well as <SoftSkill_C>team</SoftSkill_C> and <SoftSkill>market-oriented person</SoftSkill>, <SoftSkill>take the initiative</SoftSkill>, <SoftSkill>think independently</SoftSkill> and <SoftSkill>act responsibly</SoftSkill>."," As a <SoftSkill>open person</SoftSkill>, as well as <SoftSkill>team-oriented person</SoftSkill> and <SoftSkill>market-oriented person</SoftSkill>, you <SoftSkill>take the initiative</SoftSkill>, <SoftSkill>think independently</SoftSkill> and <SoftSkill>act responsibly</SoftSkill>."
1575, <SoftSkill>Schätzt du den Kontakt und die Zusammenarbeit mit unterschiedlichen Ansprechpartnern</SoftSkill> und verfügst über eine <SoftSkill_C>hohe Kunden-</SoftSkill_C> und <SoftSkill>Lösungsorientierung</SoftSkill>?, <SoftSkill>Schätzt du den Kontakt und die Zusammenarbeit mit unterschiedlichen Ansprechpartnern</SoftSkill> und verfügst über eine <SoftSkill>hohe Kundenorientierung</SoftSkill> und <SoftSkill>Lösungsorientierung</SoftSkill>?,"['Schätzt du den Kontakt und die Zusammenarbeit mit unterschiedlichen Ansprechpartnern', 'hohe Kundenorientierung', 'Lösungsorientierung']", <SoftSkill>Do you appreciate contact and cooperation with different contacts</SoftSkill> and do you have a <SoftSkill_C>high customer</SoftSkill_C> and <SoftSkill>solution orientation</SoftSkill>?, <SoftSkill>Do you appreciate contact and cooperation with different contacts</SoftSkill> and do you have a <SoftSkill>high customer orientation</SoftSkill> and <SoftSkill>solution orientation</SoftSkill>?
261," •  <SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u
<SoftSkill>nternehmerisch denkend</SoftSkill"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u<SoftSkill>nternehmerisch denkend</SoftSkill>","['Selbständige Arbeitsweise', 'lösungsorientierte Arbeitsweise', 'nternehmerisch denkend']"," - <SoftSkill_C>Dependent</SoftSkill_C> and <SoftSkill>Solution-oriented way of working</SoftSkill>, u
<SoftSkill>entrepreneurial</SoftSkill"," - <SoftSkill>independent working style</SoftSkill> and <SoftSkill>solution-oriented working style</SoftSkill>, u<SoftSkill>entrepreneurial thinking</SoftSkill>."
930, •  <SoftSkill>Interdisziplinäres Denken</SoftSkill> sowie <SoftSkill_C>selbstständiges</SoftSkill_C> und <SoftSkill>initiatives Arbeiten</SoftSkill, <SoftSkill>Interdisziplinäres Denken</SoftSkill> sowie <SoftSkill>selbstständiges Arbeiten</SoftSkill> und <SoftSkill>initiatives Arbeiten</SoftSkill>,"['Interdisziplinäres Denken', 'selbstständiges Arbeiten', 'initiatives Arbeiten']", - <SoftSkill>Interdisciplinary thinking</SoftSkill> as well as <SoftSkill_C>Independent</SoftSkill_C> and <SoftSkill>Initiative working</SoftSkill, <SoftSkill>Interdisciplinary thinking</SoftSkill> as well as <SoftSkill>Independent working</SoftSkill> and <SoftSkill>Initiative working</SoftSkill>.
240," Du <SoftSkill_C>denkst</SoftSkill_C> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>."," Du <SoftSkill>denkst kundenorientiert</SoftSkill> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>.","['denkst kundenorientiert', 'handelst kundenorientiert', 'starke Persönlichkeit', 'schnelle Auffassungsgabe', 'hohes Verantwortungsbewusstsein']"," You <SoftSkill_C>think</SoftSkill_C> and <SoftSkill>trade in a customer-oriented manner</SoftSkill>, you are also a <SoftSkill>strong personality</SoftSkill>, have a <SoftSkill>fast grasp</SoftSkill> and a <SoftSkill>high sense of responsibility</SoftSkill>."," You <SoftSkill>think customer-oriented</SoftSkill> and <SoftSkill>trade customer-oriented</SoftSkill>, you are also a <SoftSkill>strong personality</SoftSkill>, have a <SoftSkill>fast grasp</SoftSkill> and a <SoftSkill>high sense of responsibility</SoftSkill>."
1289, Sind Sie eine <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>sportbegeisterte Persönlichkeit</SoftSkill>?, Sind Sie eine <SoftSkill>freundliche Persönlichkeit</SoftSkill> und <SoftSkill>sportbegeisterte Persönlichkeit</SoftSkill>?,"['freundliche Persönlichkeit', 'sportbegeisterte Persönlichkeit']", Are you a <SoftSkill_C>friendly</SoftSkill_C> and <SoftSkill>sports enthusiastic personality</SoftSkill>?, Are you a <SoftSkill>friendly personality</SoftSkill> and <SoftSkill>sports enthusiast</SoftSkill>?
1272," <SoftSkill>Arbeiten Sie gerne im Team</SoftSkill>, sind Sie <SoftSkill>gut organisiert</SoftSkill> und eine <SoftSkill_C>flexible</SoftSkill_C> sowie <SoftSkill>kommunikative Persönlichkeit</SoftSkill>?"," <SoftSkill>Arbeiten Sie gerne im Team</SoftSkill>, sind Sie <SoftSkill>gut organisiert</SoftSkill> und eine <SoftSkill>flexible Persönlichkeit</SoftSkill> sowie <SoftSkill>kommunikative Persönlichkeit</SoftSkill>?","['Arbeiten Sie gerne im Team', 'gut organisiert', 'flexible Persönlichkeit', 'kommunikative Persönlichkeit']"," <SoftSkill>Do you like working in a team</SoftSkill>, are you <SoftSkill>well organised</SoftSkill> and a <SoftSkill_C>flexible</SoftSkill_C> as well as <SoftSkill>communicative personality</SoftSkill>?"," <SoftSkill>Do you like working in a team</SoftSkill>, are you <SoftSkill>well organised</SoftSkill> and a <SoftSkill>flexible personality</SoftSkill> as well as <SoftSkill>communicative personality</SoftSkill>?"
1793," Sie zeigen <SoftSkill>Weitblick bei den täglichen Entscheidungen</SoftSkill>, <SoftSkill>agieren lösungsorientiert</SoftSkill> und sind <SoftSkill_C>ausgesprochen ziel-</SoftSkill_C> und <SoftSkill>ergebnisorientiert</SoftSkill>."," Sie zeigen <SoftSkill>Weitblick bei den täglichen Entscheidungen</SoftSkill>, <SoftSkill>agieren lösungsorientiert</SoftSkill> und sind <SoftSkill>ausgesprochen zielorientiert</SoftSkill> und <SoftSkill>ergebnisorientiert</SoftSkill>.","['Weitblick bei den täglichen Entscheidungen', 'agieren lösungsorientiert', 'ausgesprochen zielorientiert', 'ergebnisorientiert']"," They show <SoftSkill>far-sightedness in daily decisions</SoftSkill>, <SoftSkill>act solution-oriented</SoftSkill> and are <SoftSkill_C>outspokenly goal</SoftSkill_C> and <SoftSkill>results-oriented</SoftSkill>."," They show <SoftSkill>far-sightedness in daily decisions</SoftSkill>, <SoftSkill>act solution-oriented</SoftSkill> and are <SoftSkill>outspokenly goal-oriented</SoftSkill> and <SoftSkill>results-oriented</SoftSkill>."
1422, Im Weiteren <SoftSkill>arbeiten Sie gerne in einem multikulturellen Umfeld</SoftSkill> und <SoftSkill>tragen durch</SoftSkill> Ihre <SoftSkill_C>professionelle</SoftSkill_C> und <SoftSkill>zuvorkommende Art</SoftSkill> zu einer angenehmen Atmosphäre bei., Im Weiteren <SoftSkill>arbeiten Sie gerne in einem multikulturellen Umfeld</SoftSkill> und <SoftSkill>tragen durch</SoftSkill> Ihre <SoftSkill>professionelle Art</SoftSkill> und <SoftSkill>zuvorkommende Art</SoftSkill> zu einer angenehmen Atmosphäre bei.,"['arbeiten Sie gerne in einem multikulturellen Umfeld', 'tragen durch', 'professionelle Art', 'zuvorkommende Art']"," Furthermore, <SoftSkill>you enjoy working in a multicultural environment</SoftSkill> and <SoftSkill>contribute to a pleasant atmosphere with</SoftSkill_C>your <SoftSkill_C>professional</SoftSkill_C> and <SoftSkill>a courteous manner</SoftSkill>."," Furthermore, <SoftSkill>you enjoy working in a multicultural environment</SoftSkill> and <SoftSkill>contribute to a pleasant atmosphere through</SoftSkill>your <SoftSkill>professional manner</SoftSkill> and <SoftSkill>a courteous manner</SoftSkill>."
526," Als <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>abschlussorientierte Person</SoftSkill> bringen Sie praktische Erfahrung in der telefonischen Beratung und Betreuung im Bereich Privatkundenhypotheken mit."," Als <SoftSkill>initiative Person</SoftSkill>, <SoftSkill>zielorientierte Person</SoftSkill> und <SoftSkill>abschlussorientierte Person</SoftSkill> bringen Sie praktische Erfahrung in der telefonischen Beratung und Betreuung im Bereich Privatkundenhypotheken mit.","['initiative Person', 'zielorientierte Person', 'abschlussorientierte Person']"," As a <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>goal</SoftSkill_C> and <SoftSkill>closing-oriented person</SoftSkill>, you bring practical experience in telephone counselling and support in the area of retail mortgages."," As a <SoftSkill>initiative person</SoftSkill>, <SoftSkill>goal-oriented person</SoftSkill> and <SoftSkill>closing-oriented person</SoftSkill>, you bring practical experience in telephone advice and support in the area of retail mortgages."
365," Teilweise Wochenendeinsätze
<SoftSkill>Freundliche Persönlichkeit</SoftSkill>, <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>, <SoftSkill>flexibel</SoftSkill>, <SoftSkill>belastbar</SoftSkill>, <SoftSkill>teamfähig</SoftSkill>
<SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>saubere Arbeitsweise</SoftSkill>
Geübter Umgang mit internen Kommunikationsmitteln, um die Einsätze zu verwalten (Buchungstool, E-Mail)"," Teilweise Wochenendeinsätze
<SoftSkill>Freundliche Persönlichkeit</SoftSkill>, <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>, <SoftSkill>flexibel</SoftSkill>, <SoftSkill>belastbar</SoftSkill>, <SoftSkill>teamfähig</SoftSkill>
<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>saubere Arbeitsweise</SoftSkill>
Geübter Umgang mit internen Kommunikationsmitteln, um die Einsätze zu verwalten (Buchungstool, E-Mail)","['Freundliche Persönlichkeit', 'gepflegtes Erscheinungsbild', 'flexibel', 'belastbar', 'teamfähig', 'Selbständige Arbeitsweise', 'saubere Arbeitsweise']"," Partial weekend assignments
<SoftSkill>Friendly personality</SoftSkill>, <SoftSkill>well groomed appearance</SoftSkill>, <SoftSkill>flexible</SoftSkill>, <SoftSkill>able to work under pressure</SoftSkill>, <SoftSkill>team player</SoftSkill>.
<SoftSkill_C>Dependent</SoftSkill_C> and <SoftSkill>clean way of working</SoftSkill>.
Proficient in using internal communication tools to manage assignments (booking tool, email)."," Partial weekend assignments
<SoftSkill>Friendly personality</SoftSkill>, <SoftSkill>well groomed appearance</SoftSkill>, <SoftSkill>flexible</SoftSkill>, <SoftSkill>able to work under pressure</SoftSkill>, <SoftSkill>team player</SoftSkill>.
<SoftSkill>independent working style</SoftSkill> and <SoftSkill>clean working style</SoftSkill>.
Proficient in using internal communication tools to manage assignments (booking tool, email)."
