,input,output
1298, <SoftSkill_C>Verständliche</SoftSkill_C> und <SoftSkill>differenzierte Ausdrucksweise</SoftSkill> (v.a. schriftlich) ->, <SoftSkill>Verständliche Ausdrucksweise</SoftSkill> und <SoftSkill>differenzierte Ausdrucksweise</SoftSkill> (v.a. schriftlich)
1299, Sie wollen <SoftSkill_C>Eigenverantwortung</SoftSkill_C> und <SoftSkill>Menschen befähigen</SoftSkill> und <SoftSkill>begeistern</SoftSkill>? ->, Sie wollen <SoftSkill>Eigenverantwortung befähigen</SoftSkill> und <SoftSkill>Menschen befähigen</SoftSkill> und <SoftSkill>begeistern</SoftSkill>?
1300," Sie sind ein <SoftSkill_C>neugieriger</SoftSkill_C> und <SoftSkill>kreativer Mensch</SoftSkill>, der <SoftSkill>komplexen Fragestellungen gerne auf den Grund geht</SoftSkill>. ->"," Sie sind ein <SoftSkill>neugieriger Mensch</SoftSkill> und <SoftSkill>kreativer Mensch</SoftSkill>, der <SoftSkill>komplexen Fragestellungen gerne auf den Grund geht</SoftSkill>."
1301," Sie verstehen es, <SoftSkill>in hektischen Zeiten die Ruhe zu bewahren</SoftSkill> und <SoftSkill_C>Prioritäten richtig zu setzten</SoftSkill_C>. ->"," Sie verstehen es, <SoftSkill>in hektischen Zeiten die Ruhe zu bewahren</SoftSkill> und <SoftSkill>Prioritäten richtig zu setzten</SoftSkill>."
1302," Als <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>innovative</SoftSkill_C> und <SoftSkill>integre Person</SoftSkill> engagieren Sie sich auch im Aus- und Weiterbildungsbereich Ihrer jüngeren Kolleginnen und Kollegen. ->"," Als <SoftSkill>offene Person</SoftSkill>, <SoftSkill>innovative Person</SoftSkill> und <SoftSkill>integre Person</SoftSkill> engagieren Sie sich auch im Aus- und Weiterbildungsbereich Ihrer jüngeren Kolleginnen und Kollegen."
1303," Dank Ihrem <SoftSkill>Verständnis</SoftSkill> und Ihrem <SoftSkill>kundenorientierten Denken</SoftSkill> gelingt es Ihnen, die Anliegen und Fragen rund um die Kreditkarte <SoftSkill_C>kompetent</SoftSkill_C>, <SoftSkill_C>selbstständig</SoftSkill_C> und <SoftSkill>effizient zu lösen</SoftSkill>. ->"," Dank Ihrem <SoftSkill>Verständnis</SoftSkill> und Ihrem <SoftSkill>kundenorientierten Denken</SoftSkill> gelingt es Ihnen, die Anliegen und Fragen rund um die Kreditkarte <SoftSkill>kompetent zu lösen</SoftSkill>, <SoftSkill>selbstständig zu lösen</SoftSkill> und <SoftSkill>effizient zu lösen</SoftSkill>."
1304, •  <SoftSkill>Sinn für Reinlichkeit</SoftSkill> und <SoftSkill_C>Ordnung</SoftSkill_C ->, <SoftSkill>Sinn für Reinlichkeit</SoftSkill> und <SoftSkill>Sinn für Ordnung</SoftSkill>.
1305," •  <SoftSkill>arbeiten dynamisch</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und Ihr <SoftSkill>Herz schlägt für die Gemeindeentwicklung</SoftSkill ->"," • <SoftSkill>arbeiten dynamisch</SoftSkill>, <SoftSkill>arbeiten strukturiert</SoftSkill> und Ihr <SoftSkill>Herz schlägt für die Gemeindeentwicklung</SoftSkill>"
1306, •  <SoftSkill>Selbstständiges arbeiten</SoftSkill> und <SoftSkill_C>organisieren</SoftSkill_C ->, <SoftSkill>Selbstständiges arbeiten</SoftSkill> und <SoftSkill>selbstständiges organisieren</SoftSkill>.
1307," Du hast ein <SoftSkill>ausgeprägtes Flair für betriebswirtschaftliche Zusammenhänge</SoftSkill>, <SoftSkill>Interesse an Zahlen</SoftSkill> und <SoftSkill_C>Informatik</SoftSkill_C>, technische Kenntnisse von Vorteil. ->"," Du hast ein <SoftSkill>ausgeprägtes Flair für betriebswirtschaftliche Zusammenhänge</SoftSkill>, <SoftSkill>Interesse an Zahlen</SoftSkill> und <SoftSkill>Interesse an Informatik</SoftSkill>, technische Kenntnisse von Vorteil."
1308, Die <SoftSkill_C>Fähigkeit</SoftSkill_C> und die <SoftSkill>Bereitschaft zur intensiven Zusammenarbeit</SoftSkill> sind deshalb zentrale Voraussetzungen. ->, Die <SoftSkill>Fähigkeit zur intensiven Zusammenarbeit</SoftSkill> und die <SoftSkill>Bereitschaft zur intensiven Zusammenarbeit</SoftSkill> sind deshalb zentrale Voraussetzungen.
1309," Sie sind sich <SoftSkill>gewohnt, in einem lebhaften Betrieb den Überblick zu behalten</SoftSkill> und <SoftSkill_C>Übergänge zu gestalten</SoftSkill_C>. ->"," Sie sind sich <SoftSkill>gewohnt, in einem lebhaften Betrieb den Überblick zu behalten</SoftSkill> und <SoftSkill>gewohnt, Übergänge zu gestalten</SoftSkill>."
1310," •  <SoftSkill>Rasche Au assungsgabe</SoftSkill>, <SoftSkill_C>exakte</SoftSkill_C>, <SoftSkill>selbständige Arbeitsweise</SoftSkill ->"," • <SoftSkill>Rasche Au assungsgabe</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill>, <SoftSkill>selbständige Arbeitsweise</SoftSkill>"
1311," •  <SoftSkill_C>Aufgestellte</SoftSkill_C>, <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill>mitdenkende Persönlichkeit</SoftSkill>
Wir bieten Ihnen ->"," • <SoftSkill>Aufgestellte Persönlichkeit</SoftSkill>, <SoftSkill>engagierte Persönlichkeit</SoftSkill>, <SoftSkill>mitdenkende Persönlichkeit</SoftSkill>Wir bieten Ihnen"
1312," Zur Unterstützung des Teams im Verkaufsgeschäft in Interlaken suchen wir eine <SoftSkill_C>zuvorkommende</SoftSkill_C>, <SoftSkill_C>vertrauenswürdige</SoftSkill_C> und <SoftSkill>teamfähige Mitarbeitende</SoftSkill> in der Abteilung Markenuhren. ->"," Zur Unterstützung des Teams im Verkaufsgeschäft in Interlaken suchen wir eine <SoftSkill>zuvorkommende Mitarbeitende</SoftSkill>, <SoftSkill>vertrauenswürdige Mitarbeitende</SoftSkill> und <SoftSkill>teamfähige Mitarbeitende</SoftSkill> in der Abteilung Markenuhren."
1313, •  <SoftSkill>Teamarbeit</SoftSkill> und <SoftSkill_C>Mitarbeit in Projekten</SoftSkill_C ->, <SoftSkill>Teamarbeit</SoftSkill> und <SoftSkill>Mitarbeit in Projekten</SoftSkill>.
1314," Wir	suchen  eine  <SoftSkill_C>selbst
ständige</SoftSkill_C>,	<SoftSkill_C>innovative</SoftSkill_C>  und  <SoftSkill>aufgeschlossene  Persönlichkeit</SoftSkill>
mit	Flair
im	Umgang  mit  3D ->"," Wir suchen eine <SoftSkill>selbständige Persönlichkeit</SoftSkill>, <SoftSkill>innovative Persönlichkeit</SoftSkill> und <SoftSkill>aufgeschlossene Persönlichkeit</SoftSkill> mit Flair im Umgang mit 3D."
1315, Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln effizient</SoftSkill> sowie <SoftSkill_C>kunden</SoftSkill_C ->, Sie <SoftSkill>denken effizient</SoftSkill> und <SoftSkill>handeln effizient</SoftSkill> sowie <SoftSkill>denken kunden</SoftSkill> und <SoftSkill>handeln kunden</SoftSkill>.
1316, Sie <SoftSkill>geben acht auf Ihr Äusseres</SoftSkill> und <SoftSkill_C>Sauberkeit</SoftSkill_C> sowie <SoftSkill>Ordnung sind Ihnen wichtig</SoftSkill>. ->, Sie <SoftSkill>geben acht auf Ihr Äusseres</SoftSkill> und <SoftSkill>geben acht auf Sauberkeit</SoftSkill> sowie <SoftSkill>Ordnung sind Ihnen wichtig</SoftSkill>.
1317, Sie zählen eine <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>logische Vorgehensweise</SoftSkill> sowie ein <SoftSkill>konzeptionelles Denken</SoftSkill> und <SoftSkill>Kreativität</SoftSkill> eindeutig zu Ihren Stärken. ->, Sie zählen eine <SoftSkill>analytische Vorgehensweise</SoftSkill> und <SoftSkill>logische Vorgehensweise</SoftSkill> sowie ein <SoftSkill>konzeptionelles Denken</SoftSkill> und <SoftSkill>Kreativität</SoftSkill> eindeutig zu Ihren Stärken.
1318," Als Person sind Sie <SoftSkill>repräsentativ im Kundenkontakt</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>kundenorientiert</SoftSkill>. ->"," Als Person sind Sie <SoftSkill>repräsentativ im Kundenkontakt</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill>lösungsorientiert im Kundenkontakt</SoftSkill> und <SoftSkill>kundenorientiert</SoftSkill>."
1319," Sie  haben
eine	<SoftSkill_C>offene</SoftSkill_C>,  <SoftSkill_C>aufbauende</SoftSkill_C>  und  <SoftSkill>wertschätzende  Haltung</SoftSkill>
sowie
den
<SoftSkill>Willen,	diese  Werte
zu	leben  und  zu  vermitteln</SoftSkill>. ->"," Sie  haben
eine	<SoftSkill>offene Haltung</SoftSkill>,  <SoftSkill>aufbauende Haltung</SoftSkill>  und  <SoftSkill>wertschätzende Haltung</SoftSkill>
sowie
den
<SoftSkill>Willen,	diese Werte
zu	leben  und  zu  vermitteln</SoftSkill>."
1320," <SoftSkill>Hohe Belastbarkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>, <SoftSkill>Verhandlungsgeschick</SoftSkill> sowie <SoftSkill_C>angemessene Konflikt-</SoftSkill_C> und <SoftSkill>Kritikfähigkeit</SoftSkill>
Aktive Kenntnisse zweier Amtssprachen sowie passive Kenntnisse der dritten Amtssprache setzen wir voraus. ->"," <SoftSkill>Hohe Belastbarkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>, <SoftSkill>Verhandlungsgeschick</SoftSkill> sowie <SoftSkill>angemessene Konfliktfähigkeit</SoftSkill> und <SoftSkill>angemessene Kritikfähigkeit</SoftSkill>
Aktive Kenntnisse zweier Amtssprachen sowie passive Kenntnisse der dritten Amtssprache setzen wir voraus."
1321," •  <SoftSkill>Freude an Reisetätigkeit</SoftSkill> und <SoftSkill>Bereitschaft zu Sonde
reinsätzen</SoftSkill> und
<SoftSkill_C>Pikettdiensten</SoftSkill_C ->"," <SoftSkill>Freude an Reisetätigkeit</SoftSkill> und <SoftSkill>Bereitschaft zu Sonde
reinsätzen</SoftSkill> und <SoftSkill>Bereitschaft zu Pikettdiensten</SoftSkill>."
1322," Als <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill_C>gewissenhafte</SoftSkill_C> und <SoftSkill>genaue Persönlichkeit</SoftSkill> können Sie unsere <SoftSkill>Anwender auch in hektischen Momenten kompetent sowie geduldig beraten</SoftSkill>. ->"," Als <SoftSkill>selbständige Persönlichkeit</SoftSkill>, <SoftSkill>gewissenhafte Persönlichkeit</SoftSkill> und <SoftSkill>genaue Persönlichkeit</SoftSkill> können Sie unsere <SoftSkill>Anwender auch in hektischen Momenten kompetent sowie geduldig beraten</SoftSkill>."
1323, •  ·   <SoftSkill>Interesse an Zahlen</SoftSkill> und am <SoftSkill_C>Rechnungswesen</SoftSkill_C ->, <SoftSkill>Interesse an Zahlen</SoftSkill> und <SoftSkill>Interesse an Rechnungswesen</SoftSkill>.
1324," •  <SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C>, <SoftSkill_C>teamfähige</SoftSkill_C> sowie <SoftSkill_C>kontaktfreudige</SoftSkill_C> und <SoftSkill>kommunikative
Persönlichkeit</SoftSkill> mit einer <SoftSkill>hohen Sozialkompetenz</SoftSkill ->"," • <SoftSkill>Selbständige Persönlichkeit</SoftSkill>, <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>teamfähige Persönlichkeit</SoftSkill> sowie <SoftSkill>kontaktfreudige Persönlichkeit</SoftSkill> und <SoftSkill>kommunikative Persönlichkeit</SoftSkill> mit einer <SoftSkill>hohen Sozialkompetenz</SoftSkill>"
1325, Sie <SoftSkill>motivieren zudem unsere Bewohnerinnen und Bewohner</SoftSkill> durch ihr <SoftSkill_C>herzliches</SoftSkill_C> und <SoftSkill>gewinnendes Auftreten</SoftSkill> zum <SoftSkill_C>Mitmachen</SoftSkill_C> und <SoftSkill_C>Üben</SoftSkill_C>. ->, Sie <SoftSkill>motivieren zudem unsere Bewohnerinnen und Bewohner</SoftSkill> durch ihr <SoftSkill>herzliches Auftreten</SoftSkill> und <SoftSkill>gewinnendes Auftreten</SoftSkill> zum <SoftSkill>Mitmachen</SoftSkill> und <SoftSkill>Üben</SoftSkill>.
1326," Ihre <SoftSkill>Aufgaben erledigen Sie motiviert,</SoftSkill> <SoftSkill_C>effizient</SoftSkill_C> und mit einer <SoftSkill_C>dienst-</SoftSkill_C> und <SoftSkill>lösungsorientierten Art</SoftSkill>. ->"," Ihre <SoftSkill>Aufgaben erledigen Sie motiviert,</SoftSkill> <SoftSkill>Ihre Aufgaben erledigen Sie effizient,</SoftSkill> und mit einer <SoftSkill>dienstorientierten Art</SoftSkill> und <SoftSkill>lösungsorientierten Art</SoftSkill>."
1327," Für die Betreuung der Kunden, Debitoren und Partner im Forderungsmanagement braucht es deshalb eine <SoftSkill_C>erfahrene</SoftSkill_C> und <SoftSkill>motivierte Person wie dich</SoftSkill>! ->"," Für die Betreuung der Kunden, Debitoren und Partner im Forderungsmanagement braucht es deshalb eine <SoftSkill>erfahrene Person wie dich</SoftSkill> und <SoftSkill>motivierte Person wie dich</SoftSkill>!"
1328," •  <SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>saubere</SoftSkill_C> und <SoftSkill>sicherheitsbewusste Arbeitsweise</SoftSkill ->"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill>, <SoftSkill>saubere Arbeitsweise</SoftSkill> und <SoftSkill>sicherheitsbewusste Arbeitsweise</SoftSkill>"
1329," Nebst Berufserfahrung und guten Deutschkenntnissen, erwarten wir einen <SoftSkill_C>motivierenden</SoftSkill_C>, <SoftSkill_C>unterstützenden</SoftSkill_C> und <SoftSkill>wertschätzenden Führungsstil</SoftSkill> und <SoftSkill>hohe Sozialkompetenz im Umgang mit Jugendlichen</SoftSkill>. ->"," Nebst Berufserfahrung und guten Deutschkenntnissen, erwarten wir einen <SoftSkill>motivierenden Führungsstil</SoftSkill>, <SoftSkill>unterstützenden Führungsstil</SoftSkill> und <SoftSkill>wertschätzenden Führungsstil</SoftSkill> und <SoftSkill>hohe Sozialkompetenz im Umgang mit Jugendlichen</SoftSkill>."
1330," Sie sind eine <SoftSkill_C>aufmerksame</SoftSkill_C>, <SoftSkill>sehr belesene Persönlichkeit</SoftSkill>, deren <SoftSkill>Leidenschaft das Bedienen und Beraten unserer anspruchsvollen Kundschaft ist</SoftSkill>. ->"," Sie sind eine <SoftSkill>aufmerksame Persönlichkeit</SoftSkill>, <SoftSkill>sehr belesene Persönlichkeit</SoftSkill>, deren <SoftSkill>Leidenschaft das Bedienen und Beraten unserer anspruchsvollen Kundschaft ist</SoftSkill>."
1331," Sie verfügen über einen <SoftSkill>adressatengerechten mündlichen und schriftlichen Ausdruck</SoftSkill>, <SoftSkill>treffen Entscheidungen sicher</SoftSkill> und <SoftSkill_C>fundiert</SoftSkill_C> und sind <SoftSkill>belastbar</SoftSkill>. ->"," Sie verfügen über einen <SoftSkill>adressatengerechten mündlichen und schriftlichen Ausdruck</SoftSkill>, <SoftSkill>treffen Entscheidungen sicher</SoftSkill> und <SoftSkill>treffen Entscheidungen fundiert</SoftSkill> und sind <SoftSkill>belastbar</SoftSkill>."
1332," Du benötigst <SoftSkill>Spass im Umgang mit Zahlen</SoftSkill>, <SoftSkill_C>Statistiken</SoftSkill_C> ein <SoftSkill>solides technisches Grundverständnis</SoftSkill> und natürlich <SoftSkill>eigenständiges Interesse am Bereich Online-Marketing</SoftSkill>. ->"," Du benötigst <SoftSkill>Spass im Umgang mit Zahlen</SoftSkill>, <SoftSkill>Spass im Umgang mit Statistiken</SoftSkill> ein <SoftSkill>solides technisches Grundverständnis</SoftSkill> und natürlich <SoftSkill>eigenständiges Interesse am Bereich Online-Marketing</SoftSkill>."
1333," Wir wenden uns an einen <SoftSkill>fachkundigen</SoftSkill> und <SoftSkill>sozialkompetenten</SoftSkill> Konditor-Confiseur EFZ, welcher gerne mit seiner <SoftSkill_C>selbständigen</SoftSkill_C> und <SoftSkill>exakten Arbeitsweise</SoftSkill> die <SoftSkill>hohen Qualitätsansprüche an unsere Produkte erfüllt</SoftSkill>. ->"," Wir wenden uns an einen <SoftSkill>fachkundigen Konditor-Confiseur</SoftSkill> und <SoftSkill>sozialkompetenten Konditor-Confiseur</SoftSkill> EFZ, welcher gerne mit seiner <SoftSkill>selbständigen Arbeitsweise</SoftSkill> und <SoftSkill>exakten Arbeitsweise</SoftSkill> die <SoftSkill>hohen Qualitätsansprüche an unsere Produkte erfüllt</SoftSkill>."
1334," Ihre <SoftSkill_C>aufgestellte</SoftSkill_C>, <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>kundenorientierte Art</SoftSkill> zeichnet Sie aus. ->"," Ihre <SoftSkill>aufgestellte Art</SoftSkill>, <SoftSkill>freundliche Art</SoftSkill> und <SoftSkill>kundenorientierte Art</SoftSkill> zeichnet Sie aus."
1335, •  <SoftSkill>Leidenschaft für Verkauf</SoftSkill> und <SoftSkill_C>Neukundengewinnung</SoftSkill_C ->, <SoftSkill>Leidenschaft für Verkauf</SoftSkill> und <SoftSkill>Leidenschaft für Neukundengewinnung</SoftSkill>.
1336," Erforderlich
Highschool/GED-Test
Mindestens 6 Monate Erfahrung in <SoftSkill_C>analytischem</SoftSkill_C> / <SoftSkill>mathematischem Denken</SoftSkill>
Mindestens 6 Monate Erfahrung in MS Office
Englisch: Fortgeschritten
Deutsch: Fließend
Französisch: Grundkenntnisse ->"," Erforderlich
Highschool/GED-Test
Mindestens 6 Monate Erfahrung in <SoftSkill>analytischem Denken</SoftSkill> / <SoftSkill>mathematischem Denken</SoftSkill>
Mindestens 6 Monate Erfahrung in MS Office
Englisch: Fortgeschritten
Deutsch: Fließend
Französisch: Grundkenntnisse"
1337, •  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Einfühlungsvermögen im Umgang mit älteren Menschen</SoftSkill ->, <SoftSkill>Freude im Umgang mit älteren Menschen</SoftSkill> und <SoftSkill>Einfühlungsvermögen im Umgang mit älteren Menschen</SoftSkill>
1338," Als <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>vielseitig interessierte Persönlichkeit</SoftSkill> setzen Sie sich <SoftSkill_C>engagiert</SoftSkill_C>, <SoftSkill_C>zielstrebig</SoftSkill_C> und <SoftSkill>verantwortungsbewusst für die Belange der Berufs- und Laufbahnberatung ein</SoftSkill>. ->"," Als <SoftSkill>initiative Persönlichkeit</SoftSkill>, <SoftSkill>selbständige Persönlichkeit</SoftSkill> und <SoftSkill>vielseitig interessierte Persönlichkeit</SoftSkill> setzen Sie sich <SoftSkill>engagiert für die Belange der Berufs- und Laufbahnberatung ein</SoftSkill>, <SoftSkill>zielstrebig für die Belange der Berufs- und Laufbahnberatung ein</SoftSkill> und <SoftSkill>verantwortungsbewusst für die Belange der Berufs- und Laufbahnberatung ein</SoftSkill>."
1339," Zudem sind Sie <SoftSkill>leistungsbereit</SoftSkill>, <SoftSkill>entwickeln gerne Neues</SoftSkill>, haben ein <SoftSkill>Auge fürs Detail</SoftSkill> und <SoftSkill_C>hohe Qualitätsansprüche</SoftSkill_C>. ->"," Zudem sind Sie <SoftSkill>leistungsbereit</SoftSkill>, <SoftSkill>entwickeln gerne Neues</SoftSkill>, haben ein <SoftSkill>Auge fürs Detail</SoftSkill> und <SoftSkill>hohe Qualitätsansprüche</SoftSkill>."
1340," <SoftSkill>Schwindelfreiheit</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>
<SoftSkill>Keine Farbsehstörung</SoftSkill>
<SoftSkill>Rechnerische Fähigkeiten</SoftSkill>
<SoftSkill>Handwerkliche Neigung</SoftSkill>
<SoftSkill_C>Logisches</SoftSkill_C> und <SoftSkill>methodisches Denken</SoftSkill>
<SoftSkill>Sorgfalt</SoftSkill> und <SoftSkill>Präzision</SoftSkill ->"," <SoftSkill>Schwindelfreiheit</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>
<SoftSkill>Keine Farbsehstörung</SoftSkill>
<SoftSkill>Rechnerische Fähigkeiten</SoftSkill>
<SoftSkill>Handwerkliche Neigung</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill> und <SoftSkill>methodisches Denken</SoftSkill>
<SoftSkill>Sorgfalt</SoftSkill> und <SoftSkill>Präzision</SoftSkill>"
1341," <SoftSkill_C>Service-</SoftSkill_C> und <SoftSkill_C>gastorientierte</SoftSkill_C> sowie <SoftSkill>eigenständige Arbeitsweise</SoftSkill>
Sehr gute Deutsch- und Englischkenntnisse
<SoftSkill_C>Gepflegtes</SoftSkill_C>, <SoftSkill>positives Auftreten</SoftSkill> sowie <SoftSkill>gute Umgangsformen</SoftSkill>
<SoftSkill_C>Spaß</SoftSkill_C> und <SoftSkill>Freude im Umgang mit unseren Gästen</SoftSkill ->"," <SoftSkill>Serviceorientierte Arbeitsweise</SoftSkill> und <SoftSkill>gastorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>eigenständige Arbeitsweise</SoftSkill>
Sehr gute Deutsch- und Englischkenntnisse
<SoftSkill>Gepflegtes Auftreten</SoftSkill>, <SoftSkill>positives Auftreten</SoftSkill> sowie <SoftSkill>gute Umgangsformen</SoftSkill>
<SoftSkill>Spaß im Umgang mit unseren Gästen</SoftSkill> und <SoftSkill>Freude im Umgang mit unseren Gästen</SoftSkill>"
1342," Ihre <SoftSkill>Arbeitsweise ist selbständig</SoftSkill>, <SoftSkill_C>dynamisch</SoftSkill_C> und <SoftSkill_C>resultatorientiert</SoftSkill_C>. ->"," Ihre <SoftSkill>Arbeitsweise ist selbständig</SoftSkill>, <SoftSkill>ihre Arbeitsweise ist dynamisch</SoftSkill> und <SoftSkill>ihre Arbeitsweise ist resultatorientiert</SoftSkill>."
1343, Ihre <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>freundliche Ausstrahlung</SoftSkill> schafft eine angenehme und <SoftSkill>persönliche Atmosphäre</SoftSkill>. ->, Ihre <SoftSkill>offene Ausstrahlung</SoftSkill> und <SoftSkill>freundliche Ausstrahlung</SoftSkill> schafft eine angenehme und <SoftSkill>persönliche Atmosphäre</SoftSkill>.
1344," Ihre <SoftSkill>Arbeitsweise ist organisiert</SoftSkill>, <SoftSkill_C>ruhig</SoftSkill_C>, <SoftSkill_C>effizient</SoftSkill_C> und <SoftSkill_C>jederzeit gastorientiert</SoftSkill_C>. ->"," Ihre <SoftSkill>Arbeitsweise ist organisiert</SoftSkill>, <SoftSkill>Ihre Arbeitsweise ist ruhig</SoftSkill>, <SoftSkill>Ihre Arbeitsweise ist effizient</SoftSkill> und <SoftSkill>Ihre Arbeitsweise ist jederzeit gastorientiert</SoftSkill>."
