,Index,input,output,Problem type,valids
,533," Ein <SoftSkill>sicherer Umgang in der Kommunikation mit Menschen</SoftSkill>, eine <SoftSkill_C>effiziente</SoftSkill_C>, <SoftSkill>exakte Arbeitsweise</SoftSkill> sowie <SoftSkill>vernetztes Denken</SoftSkill> gehören zu Ihren Stärken. ->"," Ein <SoftSkill>sicherer Umgang in der Kommunikation mit Menschen</SoftSkill>, eine <SoftSkill>effiziente Arbeitsweise</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill> sowie <SoftSkill>vernetztes Denken</SoftSkill> gehören zu Ihren Stärken.",OWA,0
,534," Als <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>abschlussorientierte Person</SoftSkill> bringen Sie praktische Erfahrung in der telefonischen Beratung und Betreuung im Bereich Privatkundenhypotheken mit. ->"," Als <SoftSkill>initiative Person</SoftSkill>, <SoftSkill>zielorientierte Person</SoftSkill> und <SoftSkill>abschlussorientierte Person</SoftSkill> bringen Sie praktische Erfahrung in der telefonischen Beratung und Betreuung im Bereich Privatkundenhypotheken mit.",HMC,0
,535,Durch Ihr <SoftSkill_C>gutes</SoftSkill_C> und <SoftSkill>gepflegtes Auftreten im persönlichen Kundenkontakt</SoftSkill> <SoftSkill>schaffen Sie ein gesundes Vertrauen für unsere qualitativ hochstehende Dienstleistung</SoftSkill>. ->,Durch Ihr <SoftSkill>gutes Auftreten im persönlichen Kundenkontakt</SoftSkill> und <SoftSkill>gepflegtes Auftreten im persönlichen Kundenkontakt</SoftSkill> <SoftSkill>schaffen Sie ein gesundes Vertrauen für unsere qualitativ hochstehende Dienstleistung</SoftSkill>.,MWA,0
,536,•  <SoftSkill_C>autonomes</SoftSkill_C> und <SoftSkill>initiatives Arbeiten</SoftSkill> ->,<SoftSkill>autonomes Arbeiten</SoftSkill> und <SoftSkill>initiatives Arbeiten</SoftSkill>,OWA,0
,537," Darüber hinaus verfügen Sie über sehr gute Englischkenntnisse und die <SoftSkill>Fähigkeit, ein Team zu begeistern</SoftSkill> und zu <SoftSkill_C>motivieren</SoftSkill_C>. ->"," Darüber hinaus verfügen Sie über sehr gute Englischkenntnisse und die <SoftSkill>Fähigkeit, ein Team zu begeistern</SoftSkill> und <SoftSkill>die Fähigkeit, ein Team zu motivieren</SoftSkill>.",MWA,0
,538,Ein <SoftSkill>ausgedehntes Flair für Zahlen</SoftSkill> und <SoftSkill_C>vernetztes Denken</SoftSkill_C> runden Ihr Profil ab. ->,Ein <SoftSkill>ausgedehntes Flair für Zahlen</SoftSkill> und <SoftSkill>vernetztes Denken</SoftSkill> runden Ihr Profil ab.,NONE,0
,539,•  <SoftSkill_C>selbständiges</SoftSkill_C> und <SoftSkill>eigenverantwortliches Arbeiten</SoftSkill> ->,<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>eigenverantwortliches Arbeiten</SoftSkill>,OWA,0
,540," Du <SoftSkill>arbeitest selbstständig</SoftSkill>, <SoftSkill_C>motiviert</SoftSkill_C> und <SoftSkill_C>gerne im Team</SoftSkill_C>. ->"," Du <SoftSkill>arbeitest selbstständig</SoftSkill>, <SoftSkill>arbeitest motiviert</SoftSkill> und <SoftSkill>arbeitest gerne im Team</SoftSkill>.",MC,0
,541," <SoftSkill_C>Präzises</SoftSkill_C>, <SoftSkill>genaues arbeiten</SoftSkill> und <SoftSkill>sehr gute organisatorische Fähigkeiten</SoftSkill> ->"," <SoftSkill>Präzises arbeiten</SoftSkill>, <SoftSkill>genaues arbeiten</SoftSkill> und <SoftSkill>sehr gute organisatorische Fähigkeiten</SoftSkill>",OWA,0
,542," Als <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>kontaktfreudige</SoftSkill_C> und <SoftSkill>verhandlungsgeschickte Persönlichkeit</SoftSkill> sind auch mündliche Fremdsprachenkenntnisse von Vorteil. ->"," Als <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>kontaktfreudige Persönlichkeit</SoftSkill> und <SoftSkill>verhandlungsgeschickte Persönlichkeit</SoftSkill> sind auch mündliche Fremdsprachenkenntnisse von Vorteil.",MC,0
,543," Für unser Logistik Competence Center (LCC) am Standort in Luzern, suchen wir nach Vereinbarung eine <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>verantwortungs-bewusste</SoftSkill_C> und <SoftSkill>erfahrene Person</SoftSkill> als
Logistics Competence Manager ->"," Für unser Logistik Competence Center (LCC) am Standort in Luzern, suchen wir nach Vereinbarung eine <SoftSkill>kommunikative Person</SoftSkill>, <SoftSkill>verantwortungsbewusste Person</SoftSkill> und <SoftSkill>erfahrene Person</SoftSkill> als Logistics Competence Manager.",MC,0
,544,Sie sind eine <SoftSkill_C>sozial</SoftSkill_C> und <SoftSkill>fachlich kompetente Persönlichkeit</SoftSkill> mit abgeschlossener Ausbildung zur/zum Dipl. Pflegefachfrau/mann HF und verfügen bereits über Berufserfahrung im Akutspital im Bereich Medizin. ->,Sie sind eine <SoftSkill>sozial kompetente Persönlichkeit</SoftSkill> und <SoftSkill>fachlich kompetente Persönlichkeit</SoftSkill> mit abgeschlossener Ausbildung zur/zum Dipl. Pflegefachfrau/mann HF und verfügen bereits über Berufserfahrung im Akutspital im Bereich Medizin.,MWA,0
,545," Mit ihrer <SoftSkill_C>offenen</SoftSkill_C>, <SoftSkill_C>freundlichen</SoftSkill_C> und <SoftSkill>kundenorientierten Art</SoftSkill> <SoftSkill>erkennen sie die Wünsche der Kundschaft</SoftSkill> und <SoftSkill>beraten diese professionell</SoftSkill> und <SoftSkill_C>mit Begeisterung</SoftSkill_C>. ->"," Mit ihrer <SoftSkill>offenen Art</SoftSkill>, <SoftSkill>freundlichen Art</SoftSkill> und <SoftSkill>kundenorientierten Art</SoftSkill> <SoftSkill>erkennen sie die Wünsche der Kundschaft</SoftSkill> und <SoftSkill>beraten diese professionell</SoftSkill> und <SoftSkill>beraten diese mit Begeisterung</SoftSkill>.",MC,0
,546," Sie <SoftSkill>fühlen sich wohl in einem dynamischen und dienstleistungsorientierten Umfeld</SoftSkill>, <SoftSkill>gehen strukturiert vor</SoftSkill> und <SoftSkill>arbeiten auch in hektischen Zeiten zuverlässig</SoftSkill> und <SoftSkill_C>genau</SoftSkill_C>. ->"," Sie <SoftSkill>fühlen sich wohl in einem dynamischen und dienstleistungsorientierten Umfeld</SoftSkill>, <SoftSkill>gehen strukturiert vor</SoftSkill> und <SoftSkill>arbeiten auch in hektischen Zeiten zuverlässig</SoftSkill> und <SoftSkill>arbeiten auch in hektischen Zeiten genau</SoftSkill>.",MWA,0
,547," Sie <SoftSkill>arbeiten team-</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C>, sind <SoftSkill>beratungskompetent</SoftSkill> und <SoftSkill>innovativ</SoftSkill>. ->"," Sie <SoftSkill>arbeiten teamorientiert</SoftSkill> und <SoftSkill>arbeiten zielorientiert</SoftSkill>, sind <SoftSkill>beratungskompetent</SoftSkill> und <SoftSkill>sind innovativ</SoftSkill>.",HOWA,0
,548," Ausserdem sind Sie eine <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill_C>engagierte</SoftSkill_C> sowie <SoftSkill_C>physisch</SoftSkill_C> und <SoftSkill>psychisch belastbare Persönlichkeit</SoftSkill> ->"," Ausserdem sind Sie eine <SoftSkill>flexible Persönlichkeit</SoftSkill>, <SoftSkill>engagierte Persönlichkeit</SoftSkill> sowie <SoftSkill>physisch belastbare Persönlichkeit</SoftSkill> und <SoftSkill>psychisch belastbare Persönlichkeit</SoftSkill>",MDC,0
,549," <SoftSkill>Kommunikativ</SoftSkill>, <SoftSkill>teamfähig</SoftSkill> und <SoftSkill_C>stark kunden-</SoftSkill_C> und <SoftSkill>dienstleistungsorientiert</SoftSkill>. ->"," <SoftSkill>Kommunikativ</SoftSkill>, <SoftSkill>teamfähig</SoftSkill> und <SoftSkill>stark kundenorientiert</SoftSkill> und <SoftSkill>stark dienstleistungsorientiert</SoftSkill>.",HOWA,0
,550,Neben den fachlichen Qualifikationen legen wir viel Wert auf Ihre <SoftSkill_C>gewinnende</SoftSkill_C> und <SoftSkill>natürliche Persönlichkeit</SoftSkill> sowie Ihr <SoftSkill>Flair für die bereichsübergreifende Zusammenarbeit</SoftSkill>. ->,Neben den fachlichen Qualifikationen legen wir viel Wert auf Ihre <SoftSkill>gewinnende Persönlichkeit</SoftSkill> und <SoftSkill>natürliche Persönlichkeit</SoftSkill> sowie Ihr <SoftSkill>Flair für die bereichsübergreifende Zusammenarbeit</SoftSkill>.,OWA,0
,551,Bezeichnen Sie sich als <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>vertrauenswürdige Persönlichkeit</SoftSkill> mit einer <SoftSkill_C>strukturierten</SoftSkill_C> und <SoftSkill>analytischen Denkweise</SoftSkill>? ->,Bezeichnen Sie sich als <SoftSkill>engagierte Persönlichkeit</SoftSkill> und <SoftSkill>vertrauenswürdige Persönlichkeit</SoftSkill> mit einer <SoftSkill>strukturierten Denkweise</SoftSkill> und <SoftSkill>analytischen Denkweise</SoftSkill>?,MDC,0
,552," 15 von Vorteil
gute PC-Kenntnisse
<SoftSkill>gutes Dienstleistungsverständnis</SoftSkill>
<SoftSkill_C>effiziente</SoftSkill_C> sowie <SoftSkill>strukturierte Arbeitsweise</SoftSkill> ->","  von Vorteil
gute PC-Kenntnisse
<SoftSkill>gutes Dienstleistungsverständnis</SoftSkill>
<SoftSkill>effiziente Arbeitsweise</SoftSkill> sowie <SoftSkill>strukturierte Arbeitsweise</SoftSkill>",OWA,0
,553," <SoftSkill>Hohes Engagement</SoftSkill>, <SoftSkill>Teamgeist</SoftSkill> und eine <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill>strukturierte Arbeitsweise</SoftSkill> runden Ihr Profil ab. ->"," <SoftSkill>Hohes Engagement</SoftSkill>, <SoftSkill>Teamgeist</SoftSkill> und eine <SoftSkill>selbstständige Arbeitsweise</SoftSkill>, <SoftSkill>strukturierte Arbeitsweise</SoftSkill> runden Ihr Profil ab.",OWA,0
,554," Wir suchen eine <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>gefestigte Persönlichkeit</SoftSkill>, <SoftSkill>verantwortungsbewusst</SoftSkill>, <SoftSkill>teamfähig</SoftSkill> und mit <SoftSkill>Führungskompetenz</SoftSkill>, welche <SoftSkill>vielfältige Kontakte auch mit teilweise schwierigen Klienten schätzt</SoftSkill>. ->"," Wir suchen eine <SoftSkill>initiative Persönlichkeit</SoftSkill>, <SoftSkill>belastbare Persönlichkeit</SoftSkill> und <SoftSkill>gefestigte Persönlichkeit</SoftSkill>, <SoftSkill>verantwortungsbewusst</SoftSkill>, <SoftSkill>teamfähig</SoftSkill> und mit <SoftSkill>Führungskompetenz</SoftSkill>, welche <SoftSkill>vielfältige Kontakte auch mit teilweise schwierigen Klienten schätzt</SoftSkill>.",MC,0
,555," Eine <SoftSkill_C>saubere</SoftSkill_C>, <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>selbstständi- ge Arbeitsweise</SoftSkill> und die <SoftSkill>Motivation, Ihr Wissen kundenorientiert einzusetzen</SoftSkill> runden Ihr Pro l ab. ->"," Eine <SoftSkill>saubere Arbeitsweise</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill> und <SoftSkill>selbstständige Arbeitsweise</SoftSkill> und die <SoftSkill>Motivation, Ihr Wissen kundenorientiert einzusetzen</SoftSkill> runden Ihr Pro l ab.",MC,0
,556," Sie zeichnen sich aus durch Ihre <SoftSkill>ausgeprägte Kommunikationsfähigkeit</SoftSkill> sowie eine <SoftSkill_C>verantwortungsbewusste</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>initiative Arbeitsweise</SoftSkill>. ->"," Sie zeichnen sich aus durch Ihre <SoftSkill>ausgeprägte Kommunikationsfähigkeit</SoftSkill> sowie eine <SoftSkill>verantwortungsbewusste Arbeitsweise</SoftSkill>, <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>initiative Arbeitsweise</SoftSkill>.",MC,0
,557," Sie <SoftSkill>arbeiten gerne fachbezogen</SoftSkill> und verstehen es, <SoftSkill>Jugendliche im selbständigen Arbeiten zu coachen</SoftSkill> und zu <SoftSkill_C>motivieren</SoftSkill_C>. ->"," Sie <SoftSkill>arbeiten gerne fachbezogen</SoftSkill> und verstehen es, <SoftSkill>Jugendliche im selbständigen Arbeiten zu coachen</SoftSkill> und <SoftSkill>Jugendliche im selbständigen Arbeiten zu motivieren</SoftSkill>.",MWA,0
,558,•  Sie haben die <SoftSkill_C>Fähigkeit</SoftSkill_C> und sind <SoftSkill>motiviert Kinder in der Gruppe individuell zu begleiten</SoftSkill> ->,• Sie haben die <SoftSkill>Fähigkeit Kinder in der Gruppe individuell zu begleiten</SoftSkill> und sind <SoftSkill>motiviert Kinder in der Gruppe individuell zu begleiten</SoftSkill>,MWA,0
,559,Aufgrund Ihrer <SoftSkill_C>initiativen</SoftSkill_C> und <SoftSkill>zielorientierten Arbeitsweise</SoftSkill> können Sie <SoftSkill>strukturiert Vorgehen</SoftSkill> und in der Umsetzung  <SoftSkill>pragmatische Lösungen erarbeiten</SoftSkill>. ->,Aufgrund Ihrer <SoftSkill>initiativen Arbeitsweise</SoftSkill> und <SoftSkill>zielorientierten Arbeitsweise</SoftSkill> können Sie <SoftSkill>strukturiert Vorgehen</SoftSkill> und in der Umsetzung  <SoftSkill>pragmatische Lösungen erarbeiten</SoftSkill>.,OWA,0
,560," •  <SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>kreative</SoftSkill_C> und <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill> ->"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill>, <SoftSkill>kreative Arbeitsweise</SoftSkill> und <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill>",MC,0
,561," Abgeschlossene Ausbildung zur oben erwähnten Position
<SoftSkill_C>Zuverlässiges</SoftSkill_C>, <SoftSkill_C>kunden-</SoftSkill_C> und <SoftSkill>lösungsorientiertes Arbeiten</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill>
<SoftSkill>Belastbarkeit</SoftSkill> ->","  Abgeschlossene Ausbildung zur oben erwähnten Position
<SoftSkill>Zuverlässiges Arbeiten</SoftSkill>, <SoftSkill>kundenorientiertes Arbeiten</SoftSkill> und <SoftSkill>lösungsorientiertes Arbeiten</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill>
<SoftSkill>Belastbarkeit</SoftSkill>",HMC,0
,562," Student/-in an einer schweizerischen Hotelfachschule
Gute Deutsch- sowie vorzugsweise Italienischkenntnisse
Erste vergleichbare Berufserfahrungen von Vorteil
<SoftSkill_C>Dienstleitungsorientierte</SoftSkill_C> und <SoftSkill>flexible Arbeitsweise</SoftSkill>
<SoftSkill>Teamfähig</SoftSkill> und <SoftSkill>kommunikativ</SoftSkill> ->"," Student/-in an einer schweizerischen Hotelfachschule
Gute Deutsch- sowie vorzugsweise Italienischkenntnisse
Erste vergleichbare Berufserfahrungen von Vorteil
<SoftSkill>Dienstleitungsorientierte Arbeitsweise</SoftSkill> und <SoftSkill>flexible Arbeitsweise</SoftSkill>
<SoftSkill>Teamfähig</SoftSkill> und <SoftSkill>kommunikativ</SoftSkill>",OWA,0
,563,<SoftSkill>Arbeiten Sie zuverlässig</SoftSkill> und <SoftSkill_C>genau</SoftSkill_C>? ->,<SoftSkill>Arbeiten Sie zuverlässig</SoftSkill> und <SoftSkill>arbeiten Sie genau</SoftSkill>?,MWA,0
,564,<SoftSkill>Ökologisches Verantwortungsbewusstsein</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C> ->,<SoftSkill>Ökologisches Verantwortungsbewusstsein</SoftSkill> und <SoftSkill>ökologisches Handeln</SoftSkill>,OWA,0
,565," <SoftSkill_C>Ausgeprägte Kommunikations-</SoftSkill_C> und <SoftSkill>Verhandlungsfähigkeiten</SoftSkill> ermöglichen es Ihnen, auch in <SoftSkill>schwierigen und herausfordernden Situationen einen kühlen Kopf zu bewahren</SoftSkill>. ->"," <SoftSkill>Ausgeprägte Kommunikationsfähigkeiten</SoftSkill> und <SoftSkill>Verhandlungsfähigkeiten</SoftSkill> ermöglichen es Ihnen, auch in <SoftSkill>schwierigen und herausfordernden Situationen einen kühlen Kopf zu bewahren</SoftSkill>.",HOWA,0
,566," Ein <SoftSkill_C>gutes Vorstellungs-</SoftSkill_C>, <SoftSkill_C>Einfühlungs-</SoftSkill_C> und <SoftSkill>Beurteilungsvermögen</SoftSkill> ist Ihnen eigen. ->"," Ein <SoftSkill>gutes Vorstellungsvermögen</SoftSkill>, <SoftSkill>gutes Einfühlungsvermögen</SoftSkill> und <SoftSkill>gutes Beurteilungsvermögen</SoftSkill> ist Ihnen eigen.",HMC,0
,567,Der <SoftSkill>direkte Kundenkontakt macht Ihnen grosse Freude</SoftSkill> und Sie verfügen über eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>gewissenhafte Arbeitsweise</SoftSkill>. ->,Der <SoftSkill>direkte Kundenkontakt macht Ihnen grosse Freude</SoftSkill> und Sie verfügen über eine <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>gewissenhafte Arbeitsweise</SoftSkill>.,OWA,0
,568," Sie <SoftSkill>arbeiten gewissenhaft</SoftSkill>, <SoftSkill_C>eigenverantwortlich</SoftSkill_C> und <SoftSkill_C>qualitätsbewusst</SoftSkill_C>. ->"," Sie <SoftSkill>arbeiten gewissenhaft</SoftSkill>, <SoftSkill>arbeiten eigenverantwortlich</SoftSkill> und <SoftSkill>arbeiten qualitätsbewusst</SoftSkill>.",MC,0
,569," Abgeschlossene mechanische Grundausbildung
Mehrjährige Berufserfahrung im mechanischen Bereich, vorzugsweise in einem Produktionsbetrieb
<SoftSkill>Schichtbereitschaft</SoftSkill>
<SoftSkill_C>Durchsetzungs-</SoftSkill_C> und <SoftSkill>organisationsstarke Persönlichkeit</SoftSkill>
<SoftSkill_C>Flexible</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>selbständige Arbeitsweise</SoftSkill> ->","  Abgeschlossene mechanische Grundausbildung
Mehrjährige Berufserfahrung im mechanischen Bereich, vorzugsweise in einem Produktionsbetrieb
<SoftSkill>Schichtbereitschaft</SoftSkill>
<SoftSkill>Durchsetzungsstarke Persönlichkeit</SoftSkill> und <SoftSkill>organisationsstarke Persönlichkeit</SoftSkill>
<SoftSkill>Flexible Arbeitsweise</SoftSkill>, <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>",HMDC,0
,570," Sie haben <SoftSkill>Spass daran, neue Ideen anzustossen</SoftSkill>, diese <SoftSkill_C>umzusetzen</SoftSkill_C> und <SoftSkill>Veränderungen im Team mit zu formen</SoftSkill>
Unser Angebot ->"," Sie haben <SoftSkill>Spass daran, neue Ideen anzustossen</SoftSkill>, diese <SoftSkill>Spass daran, neue Ideen umzusetzen</SoftSkill> und <SoftSkill>Veränderungen im Team mit zu formen</SoftSkill>
Unser Angebot",MWA,1
,571," Als <SoftSkill_C>kommunikativer</SoftSkill_C>, <SoftSkill_C>dynamischer</SoftSkill_C> und <SoftSkill>belastbarer Praktiker</SoftSkill> <SoftSkill>übernehmen Sie gerne Verantwortung</SoftSkill> und sind <SoftSkill>stolz auf Präzision und Qualität im Schweizer Werkzeugbau</SoftSkill>. ->"," Als <SoftSkill>kommunikativer Praktiker</SoftSkill>, <SoftSkill>dynamischer Praktiker</SoftSkill> und <SoftSkill>belastbarer Praktiker</SoftSkill> <SoftSkill>übernehmen Sie gerne Verantwortung</SoftSkill> und sind <SoftSkill>stolz auf Präzision und Qualität im Schweizer Werkzeugbau</SoftSkill>.",MC,0
,572," Als ausgewiesene Fachperson und direkter Ansprechpartner
des Kunden sind Sie es <SoftSkill>gewohnt, lösungsorientiert zu handeln</SoftSkill> und <SoftSkill_C>interdisziplinär zu denken</SoftSkill_C>. ->"," Als ausgewiesene Fachperson und direkter Ansprechpartner
des Kunden sind Sie es <SoftSkill>gewohnt, lösungsorientiert zu handeln</SoftSkill> und <SoftSkill>gewohnt, interdisziplinär zu denken</SoftSkill>.",MWA,0
,573,Zur Verstärkung im Bereich Installation Gebäudetechnik suchen wir <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>dienstleistungsorientierte Führungspersönlichkeiten</SoftSkill> als leitender Elektroinstallateur (w/m) ->,Zur Verstärkung im Bereich Installation Gebäudetechnik suchen wir <SoftSkill>engagierte Führungspersönlichkeiten</SoftSkill> und <SoftSkill>dienstleistungsorientierte Führungspersönlichkeiten</SoftSkill> als leitender Elektroinstallateur (w/m),OWA,0
,574," Sie <SoftSkill>arbeiten umsetzungsorientiert</SoftSkill>, <SoftSkill_C>selbständig</SoftSkill_C> und sind <SoftSkill>entscheidungsfreudig</SoftSkill>. ->"," Sie <SoftSkill>arbeiten umsetzungsorientiert</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill> und sind <SoftSkill>entscheidungsfreudig</SoftSkill>.",OWA,0
,575," •    <SoftSkill>Fähigkeit, innovative akademische Ansätze zu entwickeln</SoftSkill> und <SoftSkill_C>umzusetzen</SoftSkill_C> ->"," <SoftSkill>Fähigkeit, innovative akademische Ansätze zu entwickeln</SoftSkill> und <SoftSkill>Fähigkeit, innovative akademische Ansätze umzusetzen</SoftSkill>.",MWA,0
,576," Eine <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>dienstleistungsorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>Empathie</SoftSkill>, <SoftSkill>Geduld</SoftSkill> und <SoftSkill>Verständnis im Umgang mit betagten und pflegebedürftigen Menschen</SoftSkill> sind für Sie selbstverständlich. ->"," Eine <SoftSkill>selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>dienstleistungsorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>Empathie im Umgang mit betagten und pflegebedürftigen Menschen</SoftSkill>, <SoftSkill>Geduld im Umgang mit betagten und pflegebedürftigen Menschen</SoftSkill> und <SoftSkill>Verständnis im Umgang mit betagten und pflegebedürftigen Menschen</SoftSkill> sind für Sie selbstverständlich.",MDC,0
,577,<SoftSkill>Ausgeprägte Teamfähigkeit</SoftSkill> sowie eine <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>zielorientierte Arbeitsweise</SoftSkill> gehört zu Ihren Stärken. ->,<SoftSkill>Ausgeprägte Teamfähigkeit</SoftSkill> sowie eine <SoftSkill>selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>zielorientierte Arbeitsweise</SoftSkill> gehört zu Ihren Stärken.,OWA,0
