prompt,predicted_text
 Ein <SoftSkill>Flair für Kostenkalkulationen</SoftSkill> und <SoftSkill_C>unternehmerisches Handeln</SoftSkill_C> runden Ihr Profil ab. ->, Ein <SoftSkill>Flair für Kostenkalkulationen</SoftSkill> und <SoftSkill>Flair für unternehmerisches Handeln</SoftSkill> runden Ihr Profil ab.
" Sie sind eine <SoftSkill_C>humorvolle</SoftSkill_C>, <SoftSkill>verantwortungsbewusste
Persönlichkeit</SoftSkill> und bringen die <SoftSkill>Bereitschaft mit, sich aktiv für das Wohl unserer Kin-der und Jugendlichen einzusetzen</SoftSkill>. ->"," Sie sind eine <SoftSkill>humorvolle Persönlichkeit</SoftSkill>, <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill> und bringen die <SoftSkill>Bereitschaft mit, sich aktiv für das Wohl unserer Kinder und Jugendlichen einzusetzen</SoftSkill>."
" Sie kennen die Workplace Zukunft bestens, <SoftSkill>spüren Trends auf</SoftSkill> und haben <SoftSkill>Freude daran, etwas zu bewegen</SoftSkill> und <SoftSkill_C>Neues zu erschaffen</SoftSkill_C>? ->"," Sie kennen die Workplace Zukunft bestens, <SoftSkill>spüren Trends auf</SoftSkill> und haben <SoftSkill>Freude daran, etwas zu bewegen</SoftSkill> und <SoftSkill>Freude daran, etwas Neues zu erschaffen</SoftSkill>?"
 •  <SoftSkill>Pragmatische Lösungsorientierung</SoftSkill> sowie <SoftSkill_C>ausgeprägte analytisch-konzeptionelle Fähigkeiten</SoftSkill_C ->, <SoftSkill>Pragmatische Lösungsorientierung</SoftSkill> sowie <SoftSkill>ausgeprägte analytisch-konzeptionelle Fähigkeiten</SoftSkill>
" Voraussetzungen
<SoftSkill>Interesse am Forschen</SoftSkill> und <SoftSkill_C>Experimentieren</SoftSkill_C>
<SoftSkill>Guter Beobachtungssinn</SoftSkill>
<SoftSkill>Fähigkeit zum vernetzten Denken</SoftSkill>
<SoftSkill>Feinmotorische Fähigkeiten</SoftSkill>
<SoftSkill>Interesse am Umgang mit elektronischen Geräten und komplexen Apparaturen</SoftSkill ->"," Voraussetzungen
<SoftSkill>Interesse am Forschen</SoftSkill> und <SoftSkill>Interesse am Experimentieren</SoftSkill>
<SoftSkill>Guter Beobachtungssinn</SoftSkill>
<SoftSkill>Fähigkeit zum vernetzten Denken</SoftSkill>
<SoftSkill>Feinmotorische Fähigkeiten</SoftSkill>
<SoftSkill>Interesse am Umgang mit elektronischen Geräten und komplexen Apparaturen</SoftSkill>"
" Für diese anspruchsvolle Aufgabe wenden wir uns an eine <SoftSkill_C>erfahrene</SoftSkill_C>, <SoftSkill>kundenorien-tierte Persönlichkeit</SoftSkill> mit abgeschlossener technischer oder handwerklicher Ausbildung. ->"," Für diese anspruchsvolle Aufgabe wenden wir uns an eine <SoftSkill>erfahrene Persönlichkeit</SoftSkill>, <SoftSkill>kundenorien-tierte Persönlichkeit</SoftSkill> mit abgeschlossener technischer oder handwerklicher Ausbildung."
" Sie sind eine <SoftSkill_C>verantwortungsbewusste</SoftSkill_C> und <SoftSkill>selbstständige
Persönlichkeit</SoftSkill> mit <SoftSkill>Entscheidungsfreude</SoftSkill> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill>. ->", Sie sind eine <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>Entscheidungsfreude</SoftSkill> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill>.
" Für den Standort im Grossraum Zürich suchen wir Sie, eine <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill>strategisch denkende Führungspersönlichkeit</SoftSkill> mit <SoftSkill>hands-on</SoftSkill> <SoftSkill>Mentalität</SoftSkill> als
Head of Equipment & Technology Services ->"," Für den Standort im Grossraum Zürich suchen wir Sie, eine <SoftSkill>engagierte Führungspersönlichkeit</SoftSkill>, <SoftSkill>strategisch denkende Führungspersönlichkeit</SoftSkill> mit <SoftSkill>hands-on Mentalität</SoftSkill> <SoftSkill>Mentalität</SoftSkill> als Head of Equipment & Technology Services."
" Daher suchen wir per sofort oder nach Vereinba- rung eine <SoftSkill_C>fachlich</SoftSkill_C> und <SoftSkill>sozial kompetente</SoftSkill>
Dipl. Pflegefachfrau/-mann (50% - 100%)
Als dipl. ->", Daher suchen wir per sofort oder nach Vereinba- rung eine <SoftSkill>fachlich kompetente</SoftSkill> und <SoftSkill>sozial kompetente</SoftSkill>Dipl. Pflegefachfrau/-mann (50% - 100%)
" •  Du <SoftSkill>schätzt den offenen Umgang in einem kleinen Team</SoftSkill> und den <SoftSkill_C>direkten
Kontakt zu älteren Menschen</SoftSkill_C ->", • Du <SoftSkill>schätzt den offenen Umgang in einem kleinen Team</SoftSkill> und <SoftSkill>schätzt den direkten Kontakt zu älteren Menschen</SoftSkill>.
" Sie haben <SoftSkill>Freude an interprofessioneller Zusammenarbeit</SoftSkill>, an <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill_C>ergebnisorientierter Problemlösung</SoftSkill_C> und an <SoftSkill_C>Innovationen</SoftSkill_C>. ->"," Sie haben <SoftSkill>Freude an interprofessioneller Zusammenarbeit</SoftSkill>, <SoftSkill>Freude an zielorientierter Problemlösung</SoftSkill> und <SoftSkill>Freude an ergebnisorientierter Problemlösung</SoftSkill> und <SoftSkill>Freude an Innovationen</SoftSkill>."
" •  <SoftSkill>Ausgesprochenes Flair für Zahlen</SoftSkill> und eine <SoftSkill_C>analytische</SoftSkill_C>, <SoftSkill>vernetzte Denkweise</SoftSkill ->"," • <SoftSkill>Ausgesprochenes Flair für Zahlen</SoftSkill> und eine <SoftSkill>analytische Denkweise</SoftSkill>, <SoftSkill>vernetzte Denkweise</SoftSkill>"
" Zur Unterstützung des Teams im Verkaufsgeschäft in Interlaken suchen wir eine <SoftSkill_C>zuvorkommende</SoftSkill_C>, <SoftSkill>vertrauenswürdige</SoftSkill> und <SoftSkill>teamfähige</SoftSkill> Mitarbeitende in der Abteilung Markenuhren. ->"," Zur Unterstützung des Teams im Verkaufsgeschäft in Interlaken suchen wir eine <SoftSkill>zuvorkommende Mitarbeitende</SoftSkill>, <SoftSkill>vertrauenswürdige Mitarbeitende</SoftSkill> und <SoftSkill>teamfähige Mitarbeitende</SoftSkill> in der Abteilung Markenuhren."
 Sie <SoftSkill>können mit herausfordernden und komplexen Betreuungssituationen umgehen</SoftSkill> und <SoftSkill>arbeiten gerne lösungsorientiert</SoftSkill> und <SoftSkill_C>eigenverantwortlich</SoftSkill_C ->, Sie <SoftSkill>können mit herausfordernden und komplexen Betreuungssituationen umgehen</SoftSkill> und <SoftSkill>arbeiten gerne lösungsorientiert</SoftSkill> und <SoftSkill>arbeiten gerne eigenverantwortlich</SoftSkill>.
" <SoftSkill>Freude am Umgang mit den Gästen und den Kunden</SoftSkill>
<SoftSkill>Stressresistenz</SoftSkill> und <SoftSkill>Teamfähigkeit</SoftSkill>
<SoftSkill_C>Ausgeprägte Kunden-</SoftSkill_C> und <SoftSkill>Gastorientierung</SoftSkill ->"," <SoftSkill>Freude am Umgang mit den Gästen und den Kunden</SoftSkill>
<SoftSkill>Stressresistenz</SoftSkill> und <SoftSkill>Teamfähigkeit</SoftSkill>
<SoftSkill>Ausgeprägte Kundenorientierung</SoftSkill> und <SoftSkill>Gastorientierung</SoftSkill>"
" •  <SoftSkill_C>Freundliches</SoftSkill_C> und <SoftSkill>zuvorkommendes Auftreten gegenüber dem Team, der Kundschaft und den Lieferanten</SoftSkill>
Das bringen Sie mit: ->"," <SoftSkill>Freundliches Auftreten</SoftSkill> und <SoftSkill>zuvorkommendes Auftreten gegenüber dem Team, der Kundschaft und den Lieferanten</SoftSkill>
Das bringen Sie mit:"
" Zur Unterstützung unseres Teams auf der Regionaldirektion Zürich suchen wir per sofort oder nach Vereinbarung eine <SoftSkill_C>dienstleistungsorientierte</SoftSkill_C> und <SoftSkill>kundenfreundliche Persönlichkeit</SoftSkill>
Ihre Aufgaben ->", Zur Unterstützung unseres Teams auf der Regionaldirektion Zürich suchen wir per sofort oder nach Vereinbarung eine <SoftSkill>dienstleistungsorientierte Persönlichkeit</SoftSkill> und <SoftSkill>kundenfreundliche Persönlichkeit</SoftSkill>Ihre Aufgaben
" Sie verfügen über <SoftSkill>ausgeprägte Stärken</SoftSkill> in den Bereichen <SoftSkill>analytisches Denken</SoftSkill>, <SoftSkill_C>Planung</SoftSkill_C> und <SoftSkill_C>Organisation</SoftSkill_C>. ->"," Sie verfügen über <SoftSkill>ausgeprägte Stärken</SoftSkill> in den Bereichen <SoftSkill>analytisches Denken</SoftSkill>, <SoftSkill>Planung</SoftSkill> und <SoftSkill>Organisation</SoftSkill>."
 Zudem bringen Sie <SoftSkill>grosses Interesse am wissenschaftlichen Arbeiten</SoftSkill> und eine <SoftSkill>hohe Affinität zum Gesundheitssektor</SoftSkill> und zu <SoftSkill_C>einer Prozessperspektive</SoftSkill_C> mit. ->, Zudem bringen Sie <SoftSkill>grosses Interesse am wissenschaftlichen Arbeiten</SoftSkill> und eine <SoftSkill>hohe Affinität zum Gesundheitssektor</SoftSkill> und <SoftSkill>eine hohe Affinität zu einer Prozessperspektive</SoftSkill> mit.
" <SoftSkill>Freude an der Arbeit</SoftSkill>
<SoftSkill>Interesse an der Kommunikation</SoftSkill> und der <SoftSkill_C>Teamarbeit</SoftSkill_C>
<SoftSkill>Selbständigkeit</SoftSkill> und <SoftSkill>Eigenverantwortung</SoftSkill>
<SoftSkill>Gute Umgangsformen</SoftSkill>
<SoftSkill>Grosse Motivation</SoftSkill> und <SoftSkill>Zuverlässigkeit</SoftSkill ->"," <SoftSkill>Freude an der Arbeit</SoftSkill>
<SoftSkill>Interesse an der Kommunikation</SoftSkill> und der <SoftSkill>Teamarbeit</SoftSkill>
<SoftSkill>Selbständigkeit</SoftSkill> und <SoftSkill>Eigenverantwortung</SoftSkill>
<SoftSkill>Gute Umgangsformen</SoftSkill>
<SoftSkill>Grosse Motivation</SoftSkill> und <SoftSkill>Zuverlässigkeit</SoftSkill>"
" Sie haben <SoftSkill_C>Freude</SoftSkill_C> und sind <SoftSkill>moti- viert an einer professionellen und nach modernen Grundsätzen ausgerichteten geriatrischen Langzeitpflege</SoftSkill>, und <SoftSkill>schätzen Teamarbeit</SoftSkill>. ->"," Sie haben <SoftSkill>Freude an einer professionellen und nach modernen Grundsätzen ausgerichteten geriatrischen Langzeitpflege</SoftSkill> und sind <SoftSkill>moti- viert an einer professionellen und nach modernen Grundsätzen ausgerichteten geriatrischen Langzeitpflege</SoftSkill>, und <SoftSkill>schätzen Teamarbeit</SoftSkill>."
 Sie <SoftSkill_C>arbeiten</SoftSkill_C> und <SoftSkill>führen lösungs-</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C>. ->, Sie <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill>führen lösungsorientiert</SoftSkill> und <SoftSkill>arbeiten zielorientiert</SoftSkill> und <SoftSkill>führen zielorientiert</SoftSkill>.
" Des Weiteren haben Sie die <SoftSkill_C>Fähigkeit</SoftSkill_C> und <SoftSkill>Bereitschaft, sich zügig in neue Themengebiete der Verfahrenstechnik einzuarbeiten</SoftSkill>. ->"," Des Weiteren haben Sie die <SoftSkill>Fähigkeit, sich zügig in neue Themengebiete der Verfahrenstechnik einzuarbeiten</SoftSkill> und <SoftSkill>Bereitschaft, sich zügig in neue Themengebiete der Verfahrenstechnik einzuarbeiten</SoftSkill>."
 •  <SoftSkill_C>Erfahrungen</SoftSkill_C> und <SoftSkill>Interesse beim Umgang mit Jugendlichen</SoftSkill ->, <SoftSkill>Erfahrungen beim Umgang mit Jugendlichen</SoftSkill> und <SoftSkill>Interesse beim Umgang mit Jugendlichen</SoftSkill>
 Du <SoftSkill>berätst Kunden kompetent</SoftSkill> und <SoftSkill_C>freundlich</SoftSkill_C> über unser Sortiment. ->, Du <SoftSkill>berätst Kunden kompetent</SoftSkill> und <SoftSkill>berätst Kunden freundlich</SoftSkill> über unser Sortiment.
" Sie erteilen <SoftSkill_C>kompetent</SoftSkill_C> und <SoftSkill>freundlich postrelevante Auskünfte</SoftSkill>, rechnen Nachnahmebeträge ab und händigen Sendungen gegen Unterschrift aus. ->"," Sie erteilen <SoftSkill>kompetent postrelevante Auskünfte</SoftSkill> und <SoftSkill>freundlich postrelevante Auskünfte</SoftSkill>, rechnen Nachnahmebeträge ab und händigen Sendungen gegen Unterschrift aus."
" Sie <SoftSkill_C>kommunizieren</SoftSkill_C>, <SoftSkill_C>sensibilisieren</SoftSkill_C> und <SoftSkill>motivieren leidenschaftlich gern</SoftSkill> und am liebsten auf diversen Kanälen? ->"," Sie <SoftSkill>kommunizieren leidenschaftlich gern</SoftSkill>, <SoftSkill>sensibilisieren leidenschaftlich gern</SoftSkill> und <SoftSkill>motivieren leidenschaftlich gern</SoftSkill> und am liebsten auf diversen Kanälen?"
" Wir wenden uns an einen Ingenieur der Fachrichtungen Maschinenbau, Mikrotechnik, Fahrzeugtechnik oder Systemtechnik mit dem <SoftSkill>Flair für das unternehmerische Handeln</SoftSkill> und den <SoftSkill_C>technischen Verkauf</SoftSkill_C>. ->"," Wir wenden uns an einen Ingenieur der Fachrichtungen Maschinenbau, Mikrotechnik, Fahrzeugtechnik oder Systemtechnik mit dem <SoftSkill>Flair für das unternehmerische Handeln</SoftSkill> und dem <SoftSkill>Flair für den technischen Verkauf</SoftSkill>."
 Der <SoftSkill>Umgang mit Mitarbeiter/innen</SoftSkill> und <SoftSkill_C>mit Menschen aus einem fremden Kulturkreis bereitet Ihnen Freude</SoftSkill_C>. ->, Der <SoftSkill>Umgang mit Mitarbeiter/innen</SoftSkill> und <SoftSkill>Umgang mit Menschen aus einem fremden Kulturkreis bereitet Ihnen Freude</SoftSkill>.
" Technische Grundausbildung im Bereich Mechanik
<SoftSkill>Höhentauglichkeit</SoftSkill>
Gute Deutschkenntnisse, gültiger Führerschein
<SoftSkill>Physisch belastbar</SoftSkill>, <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill>zuverlässige Arbeitsweise</SoftSkill ->"," Technische Grundausbildung im Bereich Mechanik
<SoftSkill>Höhentauglichkeit</SoftSkill>
Gute Deutschkenntnisse, gültiger Führerschein
<SoftSkill>Physisch belastbar</SoftSkill>, <SoftSkill>selbständige Arbeitsweise</SoftSkill>, <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>"
" •  <SoftSkill_C>Stilsichere</SoftSkill_C>, <SoftSkill_C>schriftliche</SoftSkill_C> und <SoftSkill>mündliche Ausdrucksfähigkeit</SoftSkill>; ->"," • <SoftSkill>Stilsichere Ausdrucksfähigkeit</SoftSkill>, <SoftSkill>schriftliche Ausdrucksfähigkeit</SoftSkill> und <SoftSkill>mündliche Ausdrucksfähigkeit</SoftSkill>;"
" Sie sind eine <SoftSkill_C>sympathische</SoftSkill_C>, <SoftSkill_C>ausgeglichene</SoftSkill_C> und <SoftSkill>analytisch denkende Persönlichkeit</SoftSkill> und <SoftSkill>schätzen die Zusammenarbeit im Team</SoftSkill>. ->"," Sie sind eine <SoftSkill>sympathische Persönlichkeit</SoftSkill>, <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill> und <SoftSkill>analytisch denkende Persönlichkeit</SoftSkill> und <SoftSkill>schätzen die Zusammenarbeit im Team</SoftSkill>."
" Wenn Sie ein <SoftSkill_C>motiviertes</SoftSkill_C>, <SoftSkill_C>ehrgeiziges</SoftSkill_C> und <SoftSkill>lernfreudiges Kommunikationstalent</SoftSkill> sind, <SoftSkill>Freude am professionellen telefonieren</SoftSkill> haben, dann ist dies der perfekte Job für Sie. ->"," Wenn Sie ein <SoftSkill>motiviertes Kommunikationstalent</SoftSkill>, <SoftSkill>ehrgeiziges Kommunikationstalent</SoftSkill> und <SoftSkill>lernfreudiges Kommunikationstalent</SoftSkill> sind, <SoftSkill>Freude am professionellen telefonieren</SoftSkill> haben, dann ist dies der perfekte Job für Sie."
 Sind Ihnen <SoftSkill>zwischenmenschliche Kontakte</SoftSkill> und die <SoftSkill_C>Arbeit im Team wichtig</SoftSkill_C>? ->, Sind Ihnen <SoftSkill>zwischenmenschliche Kontakte</SoftSkill> und die <SoftSkill>Arbeit im Team wichtig</SoftSkill>?
" Abgeschlossene Berufslehre als Mechaniker / Fahrzeugschlosser
<SoftSkill>Technisches Flair</SoftSkill>
<SoftSkill_C>Flexible</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill>
<SoftSkill>Dienstleistungsorientiertes Handeln</SoftSkill> / <SoftSkill_C>Denken</SoftSkill_C>
<SoftSkill>Teamfähigkeit</SoftSkill> und Führungserfahrung
Führerausweis Kat. ->"," Abgeschlossene Berufslehre als Mechaniker / Fahrzeugschlosser
<SoftSkill>Technisches Flair</SoftSkill>
<SoftSkill>Flexible Persönlichkeit</SoftSkill>, <SoftSkill>belastbare Persönlichkeit</SoftSkill> und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill>
<SoftSkill>Dienstleistungsorientiertes Handeln</SoftSkill> / <SoftSkill>denkendes Handeln</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und Führungserfahrung
Führerausweis Kat."
" Sie verfügen über eine <SoftSkill_C>ausgeprägte analytische</SoftSkill_C>, <SoftSkill_C>konzeptionelle</SoftSkill_C> und <SoftSkill_C>systematische Denk-</SoftSkill_C> und <SoftSkill>Ausdrucksfähigkeit</SoftSkill> und können diese mündlich wie schriftlich überzeugend zum Ausdruck bringen. ->"," Sie verfügen über eine <SoftSkill>ausgeprägte analytische Denkfähigkeit</SoftSkill>, <SoftSkill>konzeptionelle Denkfähigkeit</SoftSkill> und <SoftSkill>systematische Denkfähigkeit</SoftSkill> und <SoftSkill>Ausdrucksfähigkeit</SoftSkill> und können diese mündlich wie schriftlich überzeugend zum Ausdruck bringen."
 Sie haben den <SoftSkill>Willen technologische und unternehmerische Herausforderungen anzupacken</SoftSkill> und <SoftSkill_C>zum Erfolg zu führen</SoftSkill_C>. ->, Sie haben den <SoftSkill>Willen technologische und unternehmerische Herausforderungen anzupacken</SoftSkill> und <SoftSkill>Willen zum Erfolg zu führen</SoftSkill>.
" Sie verfügen über ein <SoftSkill>sehr gutes Kommunikationsvermögen</SoftSkill>, eine <SoftSkill_C>hohe Entscheidungs-</SoftSkill_C> und <SoftSkill>Durchsetzungskompetenz</SoftSkill> sowie eine <SoftSkill_C>vorausschauende</SoftSkill_C> und <SoftSkill>präzise Arbeitsweise</SoftSkill>. ->"," Sie verfügen über ein <SoftSkill>sehr gutes Kommunikationsvermögen</SoftSkill>, eine <SoftSkill>hohe Entscheidungskompetenz</SoftSkill> und <SoftSkill>Durchsetzungskompetenz</SoftSkill> sowie eine <SoftSkill>vorausschauende Arbeitsweise</SoftSkill> und <SoftSkill>präzise Arbeitsweise</SoftSkill>."
" Ausbildung als Pharma-Assistent/in EFZ
<SoftSkill>ausgeprägte Dienstleistungsorientierung</SoftSkill> und <SoftSkill>Verkaufstalent</SoftSkill>
<SoftSkill>selbständige Arbeitsweise</SoftSkill>
<SoftSkill_C>aufgeschlossene</SoftSkill_C> und <SoftSkill>dynamische Persönlichkeit</SoftSkill>, die <SoftSkill>gerne im Team arbeitet</SoftSkill>
gute EDV-Anwenderkenntnisse (v.a. Warenwirtschaftssystem ProPharmaX) ->"," Ausbildung als Pharma-Assistent/in EFZ
<SoftSkill>ausgeprägte Dienstleistungsorientierung</SoftSkill> und <SoftSkill>Verkaufstalent</SoftSkill>
<SoftSkill>selbständige Arbeitsweise</SoftSkill>
<SoftSkill>aufgeschlossene Persönlichkeit</SoftSkill> und <SoftSkill>dynamische Persönlichkeit</SoftSkill>, die <SoftSkill>gerne im Team arbeitet</SoftSkill>
gute EDV-Anwenderkenntnisse (v.a. Warenwirtschaftssystem ProPharmaX)"
" •  <SoftSkill_C>zielorientierte</SoftSkill_C>, <SoftSkill>entscheidungsfreudige Persönlichkeit</SoftSkill> mit <SoftSkill>Durchsetzungsvermögen</SoftSkill> und <SoftSkill>Blick aufs Ganze</SoftSkill ->"," • <SoftSkill>zielorientierte Persönlichkeit</SoftSkill>, <SoftSkill>entscheidungsfreudige Persönlichkeit</SoftSkill> mit <SoftSkill>Durchsetzungsvermögen</SoftSkill> und <SoftSkill>Blick aufs Ganze</SoftSkill>"
" Ein <SoftSkill_C>grosses</SoftSkill_C>, <SoftSkill>allgemeines handwerkliches Geschick</SoftSkill> wird vorausgesetzt und einige Jahre Berufserfahrung in der Schwimmbadtechnik ist von grossem Vorteil. ->"," Ein <SoftSkill>grosses handwerkliches Geschick</SoftSkill>, <SoftSkill>allgemeines handwerkliches Geschick</SoftSkill> wird vorausgesetzt und einige Jahre Berufserfahrung in der Schwimmbadtechnik ist von grossem Vorteil."
" Sie bezeichnen sich als <SoftSkill_C>lösungsorientierten</SoftSkill_C>, <SoftSkill_C>initiativen</SoftSkill_C> und <SoftSkill>selbständigen Teamplayer</SoftSkill>. ->"," Sie bezeichnen sich als <SoftSkill>lösungsorientierten Teamplayer</SoftSkill>, <SoftSkill>initiativen Teamplayer</SoftSkill> und <SoftSkill>selbständigen Teamplayer</SoftSkill>."
" Sie sind <SoftSkill>analytisch stark</SoftSkill> und <SoftSkill>arbeiten exakt</SoftSkill>, <SoftSkill_C>lösungsorientiert</SoftSkill_C> und <SoftSkill>zuverlässig</SoftSkill>. ->"," Sie sind <SoftSkill>analytisch stark</SoftSkill> und <SoftSkill>arbeiten exakt</SoftSkill>, <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill>arbeiten zuverlässig</SoftSkill>."
" <SoftSkill>Interesse an Maschinenarbeit</SoftSkill> und an <SoftSkill_C>Metallverarbeitung</SoftSkill_C>
<SoftSkill>technisches Verständnis</SoftSkill> und <SoftSkill>zeichnerische Begabung</SoftSkill>
<SoftSkill>Freude an Physik</SoftSkill> und <SoftSkill_C>Mathematik</SoftSkill_C>
Sekundarschule oder Realschule ->"," <SoftSkill>Interesse an Maschinenarbeit</SoftSkill> und <SoftSkill>Interesse an Metallverarbeitung</SoftSkill>
<SoftSkill>technisches Verständnis</SoftSkill> und <SoftSkill>zeichnerische Begabung</SoftSkill>
<SoftSkill>Freude an Physik</SoftSkill> und <SoftSkill>Freude an Mathematik</SoftSkill>
Sekundarschule oder Realschule"
